,location,total_sqft,bath,price,bhk
2268,Whitefield,1320.0,2.0,95.0,2
2269,Anandapura,1475.0,2.0,50.0,4
2270,Kudlu Gate,2489.0,2.0,99.745,3
2271,other,1110.0,2.0,51.0,2
2272,other,1300.0,2.0,54.0,2
2273,Electronic City,1128.0,2.0,65.35,2
2274,Jakkur,1452.19,2.0,100.0,2
2275,Banashankari,2600.0,4.0,135.0,3
2276,Sanjay nagar,630.0,1.0,35.0,2
2277,Hosa Road,1243.0,2.0,48.5,2
2278,other,960.0,2.0,32.0,2
2279,other,1690.0,3.0,100.0,3
2280,Whitefield,735.0,2.0,35.0,2
2281,Banaswadi,1365.0,2.0,73.0,2
2282,Hebbal,1420.0,2.0,99.39,2
2283,Somasundara Palya,1570.0,3.0,68.0,3
2284,Bisuvanahalli,850.0,1.0,32.0,2
2285,7th Phase JP Nagar,1575.0,2.0,110.0,3
2286,Thigalarapalya,1418.0,2.0,104.0,2
2287,Uttarahalli,1050.0,2.0,42.0,2
2288,Hennur Road,1065.0,2.0,42.6,2
2289,Ulsoor,1340.0,3.0,90.0,3
2290,Yelahanka New Town,1610.0,3.0,92.0,3
2291,Electronic City Phase II,1160.0,2.0,33.5,2
2292,Kudlu,1092.0,2.0,44.0,2
2293,Parappana Agrahara,1194.0,2.0,47.0,2
2294,Yelahanka,1455.0,3.0,61.5,3
2295,other,799.0,2.0,38.0,2
2296,Whitefield,1896.0,3.0,75.0,3
2297,Ardendale,1100.0,2.0,48.0,2
2298,Bellandur,1350.0,2.0,79.0,2
2299,other,1355.0,3.0,61.0,3
2300,Electronic City,1128.0,2.0,65.0,2
2301,other,1350.0,2.0,90.0,2
2302,Kasavanhalli,1493.0,3.0,82.0,3
2303,8th Phase JP Nagar,1098.0,2.0,43.91,2
2304,other,1460.0,3.0,88.0,3
2305,Varthur,1091.0,2.0,32.0,2
2306,Yelahanka,1180.0,2.0,42.0,2
2307,Kanakpura Road,1366.0,3.0,76.85,2
2308,other,1685.0,3.0,95.0,3
2309,Koramangala,1260.0,2.0,100.0,2
2310,Whitefield,3010.0,3.0,200.0,3
2311,Whitefield,1346.0,2.0,96.17,2
2312,Sarjapur  Road,2199.0,2.0,98.94,3
2313,7th Phase JP Nagar,1850.0,3.0,140.0,3
2314,Electronic City,755.0,1.0,34.0,2
2315,Parappana Agrahara,1194.0,2.0,46.0,2
2316,other,800.0,1.0,52.0,1
2317,Vijayanagar,1352.0,2.0,68.0,2
2318,Thanisandra,2002.0,3.0,112.0,3
2319,other,4000.0,5.0,280.0,4
2320,Kaval Byrasandra,1060.0,2.0,45.0,2
2321,Kanakpura Road,1419.59,2.0,59.0,3
2322,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
2323,Electronic City,1220.0,2.0,35.24,3
2324,Electronics City Phase 1,1595.0,3.0,75.0,3
2325,Banashankari,1260.0,2.0,75.0,2
2326,Hebbal,1100.0,2.0,47.0,2
2327,ISRO Layout,1180.0,2.0,52.0,2
2328,Electronic City,4000.0,5.0,150.0,4
2329,Akshaya Nagar,1662.0,3.0,85.0,3
2330,Hennur,1285.0,2.0,60.0,2
2331,Ambedkar Nagar,1862.0,3.0,119.0,3
2332,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
2333,Whitefield,1410.0,3.0,43.71,3
2334,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
2335,Thanisandra,1634.0,3.0,78.0,3
2336,Whitefield,1150.0,2.0,44.0,3
2337,other,1100.0,2.0,53.0,2
2338,Yelahanka,1616.0,3.0,65.0,3
2339,Nagavarapalya,1392.0,2.0,99.0,2
2340,Jakkur,1798.0,3.0,120.0,3
2341,Babusapalaya,1675.0,3.0,75.0,3
2342,other,2000.0,4.0,103.0,5
2343,Hebbal,1700.0,3.0,124.0,3
2344,Hulimavu,1248.0,2.0,69.0,2
2345,other,1147.0,2.0,54.0,2
2346,Sultan Palaya,1100.0,2.0,40.0,2
2347,Vijayanagar,1527.0,3.0,115.0,3
2348,Kanakpura Road,525.0,1.0,25.0,1
2349,Kaggadasapura,1100.0,2.0,58.0,2
2350,Seegehalli,1118.0,2.0,37.5,2
2351,Kanakapura,1476.0,3.0,75.0,3
2352,other,2100.0,3.0,75.0,3
2353,other,1215.0,2.0,46.5,3
2354,Ambalipura,1332.0,2.0,79.0,2
2355,Hennur Road,1350.0,2.0,49.0,2
2356,Haralur Road,1243.0,2.0,46.0,2
2357,NGR Layout,1105.0,2.0,49.73,2
2358,Kasavanhalli,1200.0,2.0,50.0,2
2359,Ramagondanahalli,1251.0,2.0,47.4,2
2360,Kambipura,883.0,2.0,45.0,2
2361,Pai Layout,1400.0,2.0,67.0,3
2362,Hegde Nagar,1703.0,3.0,113.0,3
2363,NRI Layout,2500.0,5.0,130.0,5
2364,Varthur,1250.0,3.0,71.0,3
2365,Jigani,933.0,2.0,43.0,2
2366,other,461.82,1.0,31.7,1
2367,Brookefield,1262.0,2.0,75.0,2
2368,Yelahanka,915.0,2.0,48.0,2
2369,Panathur,1370.0,2.0,61.5,3
2370,Malleshpalya,1210.0,2.0,55.0,2
2371,other,1500.0,2.0,85.0,3
2372,other,1065.0,2.0,50.0,2
2373,Ramamurthy Nagar,1515.0,3.0,65.0,3
2374,Sarjapura - Attibele Road,1800.0,4.0,110.0,4
2375,Uttarahalli,1300.0,2.0,55.0,3
2376,Vijayanagar,989.0,2.0,60.0,2
2377,Jakkur,1300.0,2.0,85.0,2
2378,Marathahalli,1045.0,2.0,60.0,2
2379,other,1205.0,2.0,42.18,2
2380,other,1260.0,2.0,75.0,2
2381,Bommanahalli,1250.0,2.0,42.5,3
2382,other,1199.0,2.0,50.0,2
2383,Hennur Road,1385.0,2.0,83.09,2
2384,Lakshminarayana Pura,1149.0,2.0,75.0,2
2385,Sarjapur  Road,2180.0,3.0,170.0,3
2386,Hulimavu,1818.0,3.0,135.0,3
2387,other,1070.0,2.0,33.0,2
2388,Nagarbhavi,1350.0,2.0,54.6,3
2389,Chandapura,630.0,1.0,27.0,2
2390,Hoodi,1430.0,2.0,113.0,2
2391,Nagavara,2430.0,4.0,180.0,3
2392,Sarjapur  Road,1084.0,2.0,55.0,2
2393,Hennur Road,1186.0,2.0,56.0,3
2394,Kengeri,1255.0,2.0,50.0,2
2395,Haralur Road,3400.0,5.0,240.0,4
2396,Hosa Road,1541.0,3.0,69.84,3
2397,Iblur Village,3596.0,5.0,282.0,4
2398,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2
2399,7th Phase JP Nagar,1370.0,2.0,54.79,3
2400,Electronic City,1100.0,2.0,40.0,2
2401,7th Phase JP Nagar,1370.0,2.0,54.79,3
2402,JP Nagar,1200.0,2.0,62.0,2
2403,Gunjur,2000.0,3.0,95.0,4
2404,Sarjapur  Road,1220.0,3.0,62.0,3
2405,other,1950.0,3.0,130.0,3
2406,Somasundara Palya,1178.0,2.0,73.0,2
2407,Dasanapura,1286.0,3.0,61.44,3
2408,Begur Road,1160.0,2.0,42.0,2
2409,Jigani,918.0,2.0,55.0,2
2410,Electronic City,1563.0,3.0,91.84,3
2411,other,1326.0,2.0,62.17,2
2412,Begur Road,1240.0,2.0,39.06,2
2413,Kaggadasapura,1325.0,2.0,50.0,2
2414,Sonnenahalli,1100.0,2.0,44.0,2
2415,Gollarapalya Hosahalli,1605.0,3.0,50.0,3
2416,Somasundara Palya,1260.0,2.0,60.0,2
2417,Hoodi,1553.0,3.0,83.09,3
2418,Whitefield,1280.0,2.0,52.0,2
2419,Hebbal,1550.0,2.0,75.0,3
2420,Murugeshpalya,1550.0,3.0,74.0,3
2421,Electronics City Phase 1,1515.0,2.0,80.91,3
2422,Hosa Road,1332.0,2.0,86.12,3
2423,Electronic City,1652.0,3.0,70.0,3
2424,Hegde Nagar,1570.0,3.0,105.0,3
2425,Sector 2 HSR Layout,794.0,1.0,60.0,1
2426,Seegehalli,1200.0,2.0,62.0,3
2427,Sarjapur  Road,1750.0,3.0,110.0,3
2428,Hebbal,1053.0,2.0,48.0,2
2429,Kanakpura Road,1100.0,3.0,53.0,3
2430,Kadubeesanahalli,1665.0,3.0,70.0,3
2431,Bommasandra,1447.0,3.0,80.0,3
2432,Balagere,1012.0,2.0,75.0,2
2433,Malleshpalya,1900.0,3.0,60.0,3
2434,Narayanapura,1308.0,2.0,92.66,2
2435,Green Glen Layout,3250.0,4.0,230.0,4
2436,Hormavu,1351.0,2.0,53.0,1
2437,Gunjur,1140.0,2.0,49.11,2
2438,Jakkur,4305.905,4.0,260.5,4
2439,Uttarahalli,1250.0,2.0,55.0,3
2440,Kanakapura,1290.0,3.0,45.15,3
2441,Ambedkar Nagar,1424.0,2.0,90.0,2
2442,Garudachar Palya,1320.0,2.0,60.6,3
2443,Akshaya Nagar,1662.0,3.0,85.5,3
2444,Begur Road,1200.0,2.0,45.0,2
2445,Garudachar Palya,1295.0,2.0,59.5,3
2446,Battarahalli,1777.0,3.0,100.0,3
2447,Kadugodi,1900.0,3.0,108.0,3
2448,Anandapura,1576.0,3.0,59.1,3
2449,Sompura,1020.0,2.0,41.0,2
2450,other,2100.0,3.0,170.0,3
2451,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
2452,Neeladri Nagar,1167.0,2.0,38.0,3
2453,Hoodi,1220.0,2.0,50.89,2
2454,Vittasandra,1259.0,2.0,67.4,2
2455,Gottigere,2000.0,4.0,82.0,4
2456,8th Phase JP Nagar,1800.0,3.0,80.0,3
2457,other,1991.0,3.0,160.0,3
2458,Bannerghatta,1665.0,3.0,110.0,3
2459,other,1234.0,2.0,61.0,2
2460,Mysore Road,1340.0,2.0,64.31,3
2461,Banashankari,1170.0,2.0,46.79,2
2462,Electronics City Phase 1,995.0,2.0,46.0,2
2463,Old Airport Road,1075.0,2.0,60.0,2
2464,Electronic City,1025.0,2.0,54.5,2
2465,Rachenahalli,2721.0,3.0,113.0,3
2466,Thanisandra,2000.0,3.0,99.0,3
2467,Whitefield,2500.0,4.0,155.0,4
2468,Mallasandra,1325.0,2.0,70.0,2
2469,Kadugodi,1314.0,2.0,68.2,2
2470,Kanakpura Road,2265.0,3.0,136.0,3
2471,Yelahanka,1026.0,2.0,41.0,2
2472,other,1200.0,3.0,66.0,3
2473,other,2220.0,4.0,65.0,3
2474,KR Puram,1727.5,2.0,51.22,2
2475,Hebbal,1420.0,2.0,99.39,2
2476,Sarjapur  Road,1888.0,4.0,95.0,3
2477,JP Nagar,1300.0,2.0,90.87,2
2478,Rajaji Nagar,1216.0,2.0,97.16,2
2479,Begur,1559.0,3.0,63.0,3
2480,Harlur,1290.0,2.0,87.0,2
2481,Whitefield,905.0,1.0,55.0,1
2482,other,1069.0,2.0,55.0,2
2483,Sarjapur  Road,1300.0,3.0,60.0,3
2484,Channasandra,1115.0,2.0,33.45,2
2485,Ambedkar Nagar,2150.0,4.0,125.0,3
2486,Marathahalli,1305.0,2.0,69.0,3
2487,Kanakpura Road,1252.0,2.0,56.32,2
2488,Whitefield,1200.0,2.0,46.13,2
2489,Koramangala,1750.0,3.0,130.0,3
2490,other,1375.0,2.0,105.0,2
2491,Subramanyapura,1313.0,2.0,66.5,2
2492,Attibele,3640.0,4.0,275.0,4
2493,other,1693.0,3.0,108.0,3
2494,other,1160.0,2.0,41.75,2
2495,Subramanyapura,1255.0,2.0,79.0,3
2496,other,900.0,2.0,45.0,2
2497,Yelahanka New Town,1700.0,3.0,90.0,3
2498,Uttarahalli,1700.0,3.0,88.0,3
2499,Harlur,1749.0,3.0,115.0,3
2500,Dasanapura,1500.0,3.0,65.0,2
2501,other,1175.0,2.0,48.0,2
2502,Akshaya Nagar,1280.0,2.0,60.0,2
2503,other,1200.0,2.0,50.0,2
2504,Ramagondanahalli,1610.0,2.0,115.0,3
2505,Electronic City,1070.0,2.0,46.0,2
2506,TC Palaya,1200.0,2.0,66.0,2
2507,9th Phase JP Nagar,1127.0,2.0,50.0,2
2508,other,600.0,2.0,23.0,2
2509,other,1364.0,2.0,70.0,2
2510,Whitefield,2268.0,3.0,146.0,4
2511,other,1150.0,2.0,77.5,3
2512,other,1146.0,2.0,39.5,2
2513,Magadi Road,1345.0,2.0,55.0,2
2514,other,1110.0,2.0,41.0,2
2515,Kengeri,750.0,2.0,36.0,2
2516,other,1156.0,2.0,49.5,2
2517,Pattandur Agrahara,1247.0,2.0,59.8,2
2518,other,1058.0,2.0,60.0,2
2519,Kaggalipura,950.0,2.0,48.0,2
2520,Vijayanagar,1520.0,2.0,103.0,3
2521,Marathahalli,1215.0,2.0,58.86,2
2522,other,900.0,1.0,30.0,1
2523,Hennur Road,2350.0,3.0,174.0,3
2524,Thanisandra,1050.0,2.0,46.0,2
2525,Laggere,2800.0,5.0,125.0,5
2526,other,1500.0,2.0,65.0,3
2527,other,1400.0,2.0,65.0,2
2528,8th Phase JP Nagar,2700.0,4.0,130.0,4
2529,Bommasandra,920.0,2.0,37.46,2
2530,Sarjapur  Road,1200.0,3.0,70.0,3
2531,HSR Layout,1140.0,2.0,46.0,2
2532,Haralur Road,1464.0,2.0,56.0,2
2533,Electronics City Phase 1,1555.0,2.0,82.0,3
2534,Whitefield,1150.0,2.0,55.0,2
2535,Kadubeesanahalli,970.0,2.0,35.0,2
2536,Banashankari,2500.0,4.0,95.0,4
2537,other,1166.0,2.0,53.0,2
2538,Electronic City,1350.0,3.0,58.0,3
2539,other,900.0,2.0,46.0,2
2540,7th Phase JP Nagar,1300.0,2.0,52.0,3
2541,other,1190.0,3.0,55.0,3
2542,Kodichikkanahalli,1495.0,2.0,75.0,3
2543,Banashankari Stage III,1350.0,2.0,68.0,3
2544,Green Glen Layout,940.0,2.0,56.8,2
2545,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2
2546,Kaikondrahalli,1300.0,2.0,61.0,2
2547,Hoodi,1105.0,2.0,46.37,2
2548,Sarjapur  Road,2600.0,3.0,200.0,3
2549,Yelahanka,1517.0,3.0,76.3,3
2550,Jalahalli,1615.0,3.0,89.75,3
2551,other,1500.0,3.0,65.0,3
2552,Mysore Road,1082.0,3.0,50.5,3
2553,Marathahalli,1365.0,2.0,73.0,2
2554,CV Raman Nagar,1392.0,2.0,98.0,2
2555,Kodigehalli,1086.0,2.0,33.66,2
2556,Hennur Road,1586.0,3.0,93.94,3
2557,Hennur,1100.0,2.0,60.0,2
2558,Electronic City Phase II,1065.0,2.0,30.75,2
2559,TC Palaya,1500.0,2.0,120.0,3
2560,7th Phase JP Nagar,1575.0,2.0,120.0,3
2561,Hennur Road,1975.0,3.0,123.0,3
2562,other,820.0,2.0,24.0,2
2563,Gubbalala,1745.0,3.0,110.0,3
2564,Nagarbhavi,1223.0,2.0,60.0,2
2565,Ananth Nagar,1200.0,2.0,65.0,3
2566,Basaveshwara Nagar,1200.0,2.0,90.0,2
2567,Binny Pete,665.0,1.0,46.08,1
2568,Bharathi Nagar,1351.0,2.0,70.0,2
2569,Hebbal,1355.0,3.0,83.87,3
2570,Sector 7 HSR Layout,3900.0,3.0,300.0,3
2571,Thanisandra,1588.0,3.0,75.55,3
2572,Amruthahalli,900.0,2.0,60.0,2
2573,Harlur,3385.0,4.0,260.0,4
2574,Panathur,1370.0,2.0,75.0,3
2575,Whitefield,1500.0,3.0,71.8,3
2576,Kanakpura Road,1100.0,3.0,53.0,3
2577,Hoodi,1247.0,2.0,53.0,2
2578,Balagere,1020.07,2.0,68.38,2
2579,other,1033.0,2.0,32.0,3
2580,other,1460.0,2.0,73.0,3
2581,Garudachar Palya,1150.0,2.0,52.8,2
2582,Sarjapur  Road,5965.0,5.0,385.0,5
2583,Babusapalaya,1141.0,2.0,46.0,2
2584,Doddaballapur,4200.0,4.0,325.0,4
2585,Hosa Road,1665.0,2.0,125.0,3
2586,Kanakapura,1295.0,2.0,64.0,2
2587,Haralur Road,1230.0,2.0,78.0,2
2588,other,1080.0,2.0,75.0,3
2589,Kaggalipura,1000.0,2.0,60.0,2
2590,Whitefield,937.0,1.0,32.79,1
2591,Rayasandra,1708.0,3.0,75.0,3
2592,Thanisandra,1697.0,3.0,115.0,3
2593,Whitefield,3537.0,5.0,210.0,4
2594,Hosa Road,615.0,1.0,28.29,1
2595,Banashankari,1350.0,2.0,83.0,3
2596,Kanakpura Road,2245.0,2.0,66.4,3
2597,Jalahalli,1083.0,2.0,32.49,2
2598,Gottigere,1460.0,2.0,65.0,3
2599,Babusapalaya,1084.0,2.0,58.0,2
2600,Bommasandra,1035.0,2.0,41.43,2
2601,other,2400.0,2.0,150.0,3
2602,Hosur Road,460.0,1.0,21.0,1
2603,Whitefield,1285.0,2.0,55.9,2
2604,Sarjapur,1200.0,3.0,78.0,3
2605,other,1070.0,2.0,35.0,2
2606,Hegde Nagar,1801.0,3.0,140.0,3
2607,Whitefield,1697.0,3.0,115.0,3
2608,AECS Layout,1199.0,2.0,65.0,2
2609,Mysore Road,1340.0,2.0,64.31,3
2610,Marathahalli,3800.0,4.0,205.0,4
2611,other,1125.0,2.0,75.0,2
2612,Anandapura,1200.0,2.0,67.0,2
2613,Subramanyapura,1050.0,2.0,41.0,2
2614,Nagarbhavi,956.0,2.0,49.0,2
2615,Sarjapur,1000.0,2.0,30.0,2
2616,other,1596.0,3.0,95.0,3
2617,Kanakpura Road,1296.0,2.0,89.06,2
2618,other,1639.0,3.0,123.0,3
2619,Electronic City Phase II,1219.0,2.0,61.25,2
2620,Uttarahalli,1200.0,3.0,50.0,3
2621,Bannerghatta Road,1218.0,2.0,73.0,2
2622,other,920.0,2.0,37.0,2
2623,Yeshwanthpur,2559.0,3.0,141.0,3
2624,2nd Phase Judicial Layout,525.0,1.0,26.0,1
2625,Bannerghatta Road,1427.0,2.0,48.51,3
2626,Kothannur,1270.0,3.0,45.0,3
2627,Ramagondanahalli,920.0,2.0,65.0,2
2628,Ramamurthy Nagar,1355.0,2.0,40.0,3
2629,Lingadheeranahalli,1530.0,2.0,90.0,3
2630,other,1372.0,2.0,90.0,3
2631,Nehru Nagar,2363.0,5.0,120.0,4
2632,Marathahalli,3895.0,4.0,220.0,4
2633,Jakkur,1950.0,3.0,131.0,3
2634,other,885.0,2.0,40.0,2
2635,Yelahanka,600.0,2.0,27.0,2
2636,Kanakpura Road,1339.0,2.0,62.0,2
2637,Whitefield,1130.0,2.0,36.0,2
2638,Uttarahalli,1085.0,2.0,43.0,2
2639,Yeshwanthpur,1430.0,3.0,72.0,3
2640,other,1490.0,2.0,59.6,3
2641,other,1650.0,4.0,99.0,4
2642,Bellandur,1286.0,2.0,57.0,2
2643,other,925.0,2.0,63.0,2
2644,Bellandur,3016.0,4.0,230.0,4
2645,Haralur Road,1000.0,2.0,44.0,2
2646,Whitefield,1215.0,2.0,39.0,2
2647,other,1200.0,3.0,95.0,4
2648,Lakshminarayana Pura,1336.0,2.0,100.0,2
2649,Yeshwanthpur,673.0,1.0,36.85,1
2650,Anandapura,1200.0,2.0,58.0,2
2651,other,1200.0,2.0,79.0,2
2652,Devanahalli,2400.0,5.0,100.0,5
2653,Sector 2 HSR Layout,1143.0,2.0,65.0,2
2654,Kanakpura Road,1470.0,2.0,61.74,2
2655,Marathahalli,1785.0,3.0,94.0,3
2656,Kothanur,1460.0,3.0,71.0,3
2657,Kasturi Nagar,1500.0,2.0,80.0,3
2658,Sanjay nagar,3300.0,3.0,250.0,5
2659,Chikkalasandra,1230.0,2.0,48.0,2
2660,Yelahanka New Town,650.0,1.0,20.0,1
2661,Benson Town,1480.0,2.0,120.0,2
2662,Thanisandra,1220.0,2.0,43.92,2
2663,other,1570.0,3.0,115.0,3
2664,Mallasandra,1665.0,3.0,86.91,3
2665,Ramamurthy Nagar,1100.0,2.0,68.0,2
2666,Kathriguppe,1350.0,2.0,87.01,3
2667,Kasavanhalli,1719.0,3.0,116.0,3
2668,Budigere,664.0,1.0,35.0,1
2669,Sonnenahalli,1011.0,2.0,50.53,2
2670,other,2400.0,6.0,130.0,6
2671,other,1680.0,3.0,85.0,3
2672,Yeshwanthpur,1069.0,2.0,49.475,2
2673,Uttarahalli,1350.0,2.0,53.0,3
2674,Pattandur Agrahara,875.0,2.0,33.0,2
2675,Hennur,1231.0,2.0,48.0,2
2676,Somasundara Palya,1174.0,2.0,74.0,2
2677,Munnekollal,1560.0,3.0,75.0,3
2678,other,1464.0,2.0,56.0,2
2679,Kanakpura Road,2200.0,3.0,130.0,3
2680,Shivaji Nagar,850.0,2.0,55.0,2
2681,1st Phase JP Nagar,2024.0,3.0,157.0,3
2682,Devanahalli,1080.0,2.0,44.0,2
2683,Electronic City,1020.0,2.0,29.46,2
2684,Begur Road,1500.0,2.0,55.0,3
2685,Kodichikkanahalli,3250.0,4.0,180.0,4
2686,Uttarahalli,1175.0,2.0,47.0,2
2687,Channasandra,1030.0,2.0,34.5,2
2688,Hebbal,1440.0,2.0,115.0,2
2689,Hoodi,1500.0,2.0,84.0,2
2690,Thanisandra,1380.0,1.0,62.1,1
2691,other,1200.0,2.0,50.0,2
2692,other,705.0,1.0,36.5,1
2693,Hegde Nagar,1584.01,3.0,103.0,3
2694,other,1340.0,3.0,77.0,3
2695,other,1800.0,3.0,70.0,3
2696,R.T. Nagar,1200.0,2.0,45.0,2
2697,Sarjapur  Road,685.0,1.0,40.0,1
2698,other,925.0,2.0,42.0,2
2699,other,1230.0,2.0,57.0,2
2700,Kodichikkanahalli,1125.0,2.0,52.0,2
2701,Hebbal,1100.0,2.0,54.0,2
2702,Jigani,2400.0,3.0,149.0,3
2703,Electronic City Phase II,1400.0,2.0,41.58,3
2704,Jakkur,1858.0,3.0,98.3,3
2705,other,1260.0,1.0,41.0,1
2706,Ambedkar Nagar,3530.0,4.0,290.0,4
2707,HSR Layout,1185.0,2.0,60.0,2
2708,Hennur,1255.0,2.0,58.0,2
2709,Kudlu Gate,1335.0,3.0,89.0,3
2710,Dodda Nekkundi,1999.0,3.0,132.0,3
2711,Kundalahalli,1397.0,3.0,110.0,3
2712,Chikka Tirupathi,1616.0,3.0,95.0,3
2713,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
2714,Kanakpura Road,525.0,1.0,30.0,1
2715,Varthur,1200.0,2.0,98.0,3
2716,Balagere,1205.47,2.0,81.0,2
2717,Electronic City,1700.0,3.0,75.0,3
2718,Kanakpura Road,1090.0,2.0,54.54,2
2719,Yeshwanthpur,3600.0,5.0,220.0,4
2720,Thanisandra,923.0,1.0,60.84,1
2721,Green Glen Layout,1050.0,2.0,48.0,2
2722,Whitefield,1495.0,2.0,79.5,2
2723,Hennur Road,2405.0,2.0,93.865,3
2724,Narayanapura,1485.0,3.0,85.0,3
2725,Dommasandra,1033.0,2.0,31.5,3
2726,Electronic City,1400.0,2.0,48.0,3
2727,Sarjapur  Road,944.0,2.0,35.0,2
2728,Whitefield,1216.0,2.0,66.48,2
2729,other,1100.0,2.0,39.5,2
2730,Thanisandra,1743.0,3.0,93.25,3
2731,Yelahanka,1274.0,2.0,48.42,2
2732,Mysore Road,1512.0,2.0,110.0,3
2733,Cox Town,1650.0,3.0,100.0,3
2734,Doddathoguru,1875.0,3.0,55.0,3
2735,Whitefield,1350.0,3.0,54.0,3
2736,other,1219.0,2.0,40.0,2
2737,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
2738,Hormavu,1141.0,2.0,44.4,2
2739,Anandapura,1151.0,2.0,43.1,2
2740,Sarjapur  Road,915.0,2.0,38.0,2
2741,Bannerghatta Road,1115.0,2.0,65.12,2
2742,Thigalarapalya,2072.0,4.0,139.0,3
2743,Kaggadasapura,1200.0,2.0,53.0,2
2744,Singasandra,1300.0,2.0,65.0,2
2745,Bellandur,1457.0,2.0,85.0,2
2746,Kannamangala,1262.0,2.0,55.0,2
2747,Attibele,420.0,1.0,17.0,1
2748,Kanakapura,1160.0,2.0,46.39,2
2749,Kasavanhalli,1115.0,2.0,50.0,2
2750,JP Nagar,1315.0,2.0,85.4,3
2751,Babusapalaya,1500.0,2.0,57.0,2
2752,HSR Layout,1127.0,2.0,68.0,2
2753,Kundalahalli,1397.0,3.0,104.0,3
2754,Whitefield,1173.0,2.0,60.0,2
2755,Jakkur,1230.0,2.0,76.0,2
2756,other,3200.0,3.0,190.0,4
2757,Sarjapur  Road,858.0,2.0,31.57,2
2758,Talaghattapura,1868.0,3.0,121.0,3
2759,Uttarahalli,1689.28,3.0,91.2,3
2760,Banashankari,1425.0,3.0,49.88,3
2761,Tindlu,1350.0,2.0,100.0,2
2762,Channasandra,4200.0,6.0,180.0,6
2763,Uttarahalli,1310.0,2.0,85.0,3
2764,Haralur Road,4587.5,2.0,175.0,4
2765,other,970.0,2.0,40.0,2
2766,Kundalahalli,1397.0,3.0,108.0,3
2767,Sarjapur,1157.0,2.0,40.0,2
2768,Kasavanhalli,1125.0,2.0,61.2,2
2769,Sonnenahalli,1157.0,2.0,42.0,2
2770,Sarjapur  Road,1241.0,2.0,82.0,2
2771,Marathahalli,4000.0,4.0,220.0,4
2772,Rajiv Nagar,2340.0,4.0,148.0,4
2773,other,596.0,1.0,42.0,1
2774,Brookefield,1139.0,2.0,80.0,2
2775,Thigalarapalya,3122.0,5.0,225.0,4
2776,Yeshwanthpur,1168.0,2.0,64.08,2
2777,Chandapura,877.0,2.0,42.0,2
2778,Electronics City Phase 1,1340.0,2.0,75.0,2
2779,other,1405.0,2.0,70.0,3
2780,other,1800.0,3.0,65.0,3
2781,other,1360.0,2.0,65.0,3
2782,other,985.0,2.0,63.0,2
2783,7th Phase JP Nagar,1850.0,3.0,150.0,3
2784,other,1490.0,2.0,88.0,3
2785,other,620.0,1.0,25.0,2
2786,Hormavu,1130.0,2.0,42.3,2
2787,Yelachenahalli,1080.0,2.0,55.0,2
2788,Singasandra,3126.0,4.0,120.0,4
2789,Begur Road,1410.0,2.0,52.17,3
2790,Bommanahalli,1375.0,3.0,59.0,3
2791,Hennur Road,1290.0,2.0,94.5,3
2792,Hosa Road,1318.0,2.0,85.28,3
2793,Electronic City,1128.0,2.0,68.0,2
2794,other,4428.0,4.0,255.0,4
2795,Kanakpura Road,1051.0,2.0,56.74,2
2796,Kannamangala,2400.0,4.0,130.0,4
2797,Yelahanka,1327.0,2.0,85.0,2
2798,other,1301.0,2.0,55.0,2
2799,other,650.0,1.0,30.0,1
2800,Varthur,1200.0,3.0,67.75,3
2801,other,1500.0,2.0,89.99,3
2802,Electronic City Phase II,1000.0,2.0,28.88,2
2803,Sarjapur  Road,984.0,2.0,45.91,2
2804,Hebbal,1355.0,3.0,83.87,3
2805,other,910.0,1.0,42.0,1
2806,other,1250.0,3.0,39.0,3
2807,Hosakerehalli,1304.0,2.0,100.0,2
2808,Begur Road,1615.0,3.0,58.0,3
2809,Sarjapur  Road,1400.0,2.0,68.0,2
2810,CV Raman Nagar,1070.0,2.0,47.5,2
2811,Hoodi,1132.0,2.0,89.37,2
2812,other,2000.0,3.0,85.0,3
2813,Sector 2 HSR Layout,794.0,1.0,65.0,1
2814,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
2815,Gottigere,1500.0,3.0,70.0,3
2816,Kanakpura Road,525.0,1.0,30.0,1
2817,Bhoganhalli,1447.0,2.0,75.97,2
2818,Whitefield,1269.0,2.0,75.0,2
2819,Kanakpura Road,1070.0,2.0,37.45,2
2820,Marathahalli,1208.0,2.0,70.0,2
2821,Ramamurthy Nagar,1185.0,2.0,45.5,2
2822,Anekal,888.0,2.0,34.0,2
2823,other,532.0,1.0,22.49,1
2824,other,1060.0,3.0,62.0,3
2825,Electronic City,700.0,1.0,35.0,1
2826,other,902.0,2.0,42.0,2
2827,Uttarahalli,1175.0,2.0,47.0,2
2828,Doddathoguru,984.0,2.0,51.0,2
2829,Hebbal,2700.0,2.0,100.0,4
2830,Jalahalli East,1475.0,3.0,96.0,3
2831,Haralur Road,1300.0,2.0,79.0,2
